y,m,d,h,G(i) [W/m2],H_sun,T_amb,,,,
2020,10,3,:1410,159.18,16.38,21.58,,,,
2020,10,3,:1510,12.35,7.96,21.02,,,,
2020,10,3,:1610,0,0,20.42,,,,
2020,10,3,:1710,0,0,19.95,,,,
2020,10,3,:1810,0,0,19.61,,,,
2020,10,3,:1910,0,0,19.38,,,,
2020,10,3,:2010,0,0,19.02,,,,
2020,10,3,:2110,0,0,18.9,,,,
2020,10,3,:2210,0,0,18.57,,,,
2020,10,3,:2310,0,0,18.21,,,,
2020,10,4,:0010,0,0,18.07,,,,
2020,10,4,:0110,0,0,17.74,,,,
2020,10,4,:0210,0,0,17.09,,,,
2020,10,4,:0310,0,0,16.71,,,,
2020,10,4,:0410,0,0,16.56,,,,
2020,10,4,:0510,2.65,3.78,16.61,,,,
2020,10,4,:0610,158.68,12.49,17.19,,,,
2020,10,4,:0710,462.29,20.37,18.23,,,,
2020,10,4,:0810,548.62,26.88,19.49,,,,
2020,10,4,:0910,793.78,31.42,20.57,,,,
2020,10,4,:1010,432.4,33.43,21.88,,,,
2020,10,4,:1110,597.4,32.62,22.29,,,,
2020,10,4,:1210,36.16,29.11,20.19,,,,
2020,10,4,:1310,46.75,23.37,19.99,,,,
2020,10,4,:1410,366.49,16.01,20.3,,,,
2020,10,4,:1510,125.82,7.6,19.9,,,,
2020,10,4,:1610,0,0,18.94,,,,
2020,10,4,:1710,0,0,17.99,,,,
2020,10,4,:1810,0,0,16.63,,,,
2020,10,4,:1910,0,0,15.27,,,,
2020,10,4,:2010,0,0,14.25,,,,
2020,10,4,:2110,0,0,13.43,,,,
2020,10,4,:2210,0,0,13.28,,,,
2020,10,4,:2310,0,0,13.14,,,,
2020,10,5,:0010,0,0,12.82,,,,
2020,10,5,:0110,0,0,12.36,,,,
2020,10,5,:0210,0,0,11.93,,,,
2020,10,5,:0310,0,0,11.64,,,,
2020,10,5,:0410,0,0,11.41,,,,
2020,10,5,:0510,29.33,3.51,11.28,,,,
2020,10,5,:0610,294.85,12.22,12.07,,,,
2020,10,5,:0710,538.15,20.07,13.85,,,,
2020,10,5,:0810,723.81,26.55,15.75,,,,
2020,10,5,:0910,857.88,31.06,17.45,,,,
2020,10,5,:1010,758.18,33.05,18.92,,,,
2020,10,5,:1110,636.62,32.23,20,,,,
2020,10,5,:1210,36.16,28.72,20.75,,,,
2020,10,5,:1310,31.75,22.99,20.98,,,,
2020,10,5,:1410,57.33,15.65,20.06,,,,
2020,10,5,:1510,114.7,7.24,18.56,,,,
2020,10,5,:1610,0,0,17.64,,,,
2020,10,5,:1710,0,0,16.81,,,,
2020,10,5,:1810,0,0,16.41,,,,
2020,10,5,:1910,0,0,15.71,,,,
2020,10,5,:2010,0,0,14.84,,,,
2020,10,5,:2110,0,0,14.33,,,,
2020,10,5,:2210,0,0,13.98,,,,
2020,10,5,:2310,0,0,13.42,,,,
2020,10,6,:0010,0,0,13.03,,,,
2020,10,6,:0110,0,0,12.62,,,,
2020,10,6,:0210,0,0,12.21,,,,
2020,10,6,:0310,0,0,11.85,,,,
2020,10,6,:0410,0,0,11.29,,,,
2020,10,6,:0510,50.35,3.25,10.63,,,,
2020,10,6,:0610,288.34,11.94,10.98,,,,
2020,10,6,:0710,543.53,19.77,12.5,,,,
2020,10,6,:0810,748.83,26.22,14.03,,,,
2020,10,6,:0910,893.43,30.7,15.41,,,,
2020,10,6,:1010,791.18,32.67,16.58,,,,
2020,10,6,:1110,871.09,31.84,17.37,,,,
2020,10,6,:1210,723.83,28.33,17.98,,,,
2020,10,6,:1310,497.3,22.61,18.17,,,,
2020,10,6,:1410,411.52,15.28,17.9,,,,
2020,10,6,:1510,124.1,6.89,17.15,,,,
2020,10,6,:1610,0,0,15.82,,,,
2020,10,6,:1710,0,0,14.98,,,,
2020,10,6,:1810,0,0,14.25,,,,
2020,10,6,:1910,0,0,13.98,,,,
2020,10,6,:2010,0,0,13.39,,,,
2020,10,6,:2110,0,0,13.11,,,,
2020,10,6,:2210,0,0,12.44,,,,
2020,10,6,:2310,0,0,12.04,,,,
2020,10,7,:0010,0,0,11.61,,,,
2020,10,7,:0110,0,0,11.05,,,,
2020,10,7,:0210,0,0,10.92,,,,
2020,10,7,:0310,0,0,10.92,,,,
2020,10,7,:0410,0,0,10.82,,,,
2020,10,7,:0510,13.59,2.98,10.54,,,,
2020,10,7,:0610,108.33,11.66,10.98,,,,
2020,10,7,:0710,135.82,19.47,12.57,,,,
2020,10,7,:0810,500.03,25.89,14.13,,,,
2020,10,7,:0910,803.3,30.34,15.32,,,,
2020,10,7,:1010,805.16,32.29,16.37,,,,
2020,10,7,:1110,241.83,31.45,17.13,,,,
2020,10,7,:1210,170.32,27.94,17.42,,,,
2020,10,7,:1310,33.52,22.24,17.5,,,,
2020,10,7,:1410,107.07,14.92,17.32,,,,
2020,10,7,:1510,53.92,6.54,16.51,,,,
2020,10,7,:1610,0,0,15.62,,,,
2020,10,7,:1710,0,0,14.7,,,,
2020,10,7,:1810,0,0,14.08,,,,
2020,10,7,:1910,0,0,12.77,,,,
2020,10,7,:2010,0,0,12.08,,,,
2020,10,7,:2110,0,0,10.81,,,,
2020,10,7,:2210,0,0,9.82,,,,
2020,10,7,:2310,0,0,9.55,,,,
2020,10,8,:0010,0,0,9.3,,,,
2020,10,8,:0110,0,0,9.03,,,,
2020,10,8,:0210,0,0,8.67,,,,
2020,10,8,:0310,0,0,8.82,,,,
2020,10,8,:0410,0,0,9.11,,,,
2020,10,8,:0510,7.06,2.72,9.47,,,,
2020,10,8,:0610,12.35,11.38,10.14,,,,
2020,10,8,:0710,135.29,19.17,11.09,,,,
2020,10,8,:0810,155.99,25.56,12.31,,,,
2020,10,8,:0910,69.68,29.98,13.35,,,,
2020,10,8,:1010,167.53,31.91,14.29,,,,
2020,10,8,:1110,136.71,31.06,15.13,,,,
2020,10,8,:1210,98.79,27.56,15.2,,,,
2020,10,8,:1310,62.62,21.87,15.22,,,,
2020,10,8,:1410,52.04,14.56,15.14,,,,
2020,10,8,:1510,108.58,6.18,14.5,,,,
2020,10,8,:1610,0,0,13.38,,,,
2020,10,8,:1710,0,0,12.68,,,,
2020,10,8,:1810,0,0,11.63,,,,
2020,10,8,:1910,0,0,10,,,,
2020,10,8,:2010,0,0,9.54,,,,
2020,10,8,:2110,0,0,9.33,,,,
2020,10,8,:2210,0,0,9.38,,,,
2020,10,8,:2310,0,0,9.59,,,,
2020,10,9,:0010,0,0,9.95,,,,
2020,10,9,:0110,0,0,10.48,,,,
2020,10,9,:0210,0,0,10.8,,,,
2020,10,9,:0310,0,0,10.8,,,,
2020,10,9,:0410,0,0,10.65,,,,
2020,10,9,:0510,0,0,10.63,,,,
2020,10,9,:0610,245.83,11.1,11,,,,
2020,10,9,:0710,136.28,18.86,11.96,,,,
2020,10,9,:0810,290.93,25.23,13.51,,,,
2020,10,9,:0910,376.27,29.63,14.83,,,,
2020,10,9,:1010,100.55,31.53,15.24,,,,
2020,10,9,:1110,88.2,30.67,15.14,,,,
2020,10,9,:1210,33.52,27.18,15.33,,,,
2020,10,9,:1310,164.22,21.49,15.5,,,,
2020,10,9,:1410,111.42,14.2,15.91,,,,
2020,10,9,:1510,34.98,5.84,15.8,,,,
2020,10,9,:1610,0,0,14.6,,,,
2020,10,9,:1710,0,0,13.75,,,,
2020,10,9,:1810,0,0,12.41,,,,
2020,10,9,:1910,0,0,11.31,,,,
2020,10,9,:2010,0,0,10.92,,,,
2020,10,9,:2110,0,0,10.43,,,,
2020,10,9,:2210,0,0,9.93,,,,
2020,10,9,:2310,0,0,10.12,,,,
2020,10,10,:0010,0,0,10.54,,,,
2020,10,10,:0110,0,0,10.93,,,,
2020,10,10,:0210,0,0,11,,,,
2020,10,10,:0310,0,0,10.99,,,,
2020,10,10,:0410,0,0,11.11,,,,
2020,10,10,:0510,0,0,11.38,,,,
2020,10,10,:0610,21.17,10.82,11.84,,,,
2020,10,10,:0710,81.15,18.56,12.94,,,,
2020,10,10,:0810,157.38,24.9,14.44,,,,
2020,10,10,:0910,269.13,29.27,15.42,,,,
2020,10,10,:1010,293.46,31.15,16.55,,,,
2020,10,10,:1110,417.81,30.29,17.53,,,,
2020,10,10,:1210,219.82,26.79,18.05,,,,
2020,10,10,:1310,172.04,21.12,18.11,,,,
2020,10,10,:1410,101.28,13.84,17.84,,,,
2020,10,10,:1510,13.23,5.49,16.82,,,,
2020,10,10,:1610,0,0,15.7,,,,
2020,10,10,:1710,0,0,15.13,,,,
2020,10,10,:1810,0,0,14.42,,,,
2020,10,10,:1910,0,0,13.99,,,,
2020,10,10,:2010,0,0,13.35,,,,
2020,10,10,:2110,0,0,12.81,,,,
2020,10,10,:2210,0,0,12.28,,,,
2020,10,10,:2310,0,0,11.79,,,,
2020,10,11,:0010,0,0,11.42,,,,
2020,10,11,:0110,0,0,11.03,,,,
2020,10,11,:0210,0,0,10.6,,,,
2020,10,11,:0310,0,0,10.18,,,,
2020,10,11,:0410,0,0,9.53,,,,
2020,10,11,:0510,0,0,9.1,,,,
2020,10,11,:0610,22.05,10.54,8.98,,,,
2020,10,11,:0710,85.32,18.26,8.97,,,,
2020,10,11,:0810,128.1,24.57,9.42,,,,
2020,10,11,:0910,217.61,28.91,10.47,,,,
2020,10,11,:1010,94.38,30.78,11.09,,,,
2020,10,11,:1110,133.19,29.9,11.64,,,,
2020,10,11,:1210,0,0,11.79,,,,
2020,10,11,:1310,289.01,20.76,11.86,,,,
2020,10,11,:1410,242.44,13.49,12.1,,,,
2020,10,11,:1510,63.43,5.15,11.87,,,,
2020,10,11,:1610,0,0,11.05,,,,
2020,10,11,:1710,0,0,10.27,,,,
2020,10,11,:1810,0,0,9.69,,,,
2020,10,11,:1910,0,0,8.63,,,,
2020,10,11,:2010,0,0,8.23,,,,
2020,10,11,:2110,0,0,7.56,,,,
2020,10,11,:2210,0,0,7.08,,,,
2020,10,11,:2310,0,0,6.9,,,,
2020,10,12,:0010,0,0,6.54,,,,
2020,10,12,:0110,0,0,5.89,,,,
2020,10,12,:0210,0,0,5.31,,,,
2020,10,12,:0310,0,0,5.51,,,,
2020,10,12,:0410,0,0,5.89,,,,
2020,10,12,:0510,0,0,6.21,,,,
2020,10,12,:0610,16.76,10.26,6.72,,,,
2020,10,12,:0710,67.92,17.95,8.15,,,,
2020,10,12,:0810,49.39,24.24,8.63,,,,
2020,10,12,:0910,76.74,28.56,8.34,,,,
2020,10,12,:1010,75.85,30.4,8.46,,,,
2020,10,12,:1110,67.03,29.52,8.58,,,,
2020,10,12,:1210,64.39,26.04,8.76,,,,
2020,10,12,:1310,56.45,20.39,8.73,,,,
2020,10,12,:1410,37.93,13.14,8.3,,,,
2020,10,12,:1510,14.11,4.81,7.57,,,,
2020,10,12,:1610,0,0,6.94,,,,
2020,10,12,:1710,0,0,6.62,,,,
2020,10,12,:1810,0,0,6.5,,,,
2020,10,12,:1910,0,0,6.31,,,,
2020,10,12,:2010,0,0,6.33,,,,
2020,10,12,:2110,0,0,6.31,,,,
2020,10,12,:2210,0,0,6.28,,,,
2020,10,12,:2310,0,0,6.31,,,,
2020,10,13,:0010,0,0,6.38,,,,
2020,10,13,:0110,0,0,6.44,,,,
2020,10,13,:0210,0,0,6.47,,,,
2020,10,13,:0310,0,0,6.46,,,,
2020,10,13,:0410,0,0,6.39,,,,
2020,10,13,:0510,0,0,6.33,,,,
2020,10,13,:0610,19.4,9.98,6.32,,,,
2020,10,13,:0710,25.58,17.65,5.87,,,,
2020,10,13,:0810,53.8,23.91,6.17,,,,
2020,10,13,:0910,99.67,28.2,6.53,,,,
2020,10,13,:1010,88.2,30.03,6.8,,,,
2020,10,13,:1110,83.79,29.14,7.11,,,,
2020,10,13,:1210,55.57,25.66,7.39,,,,
2020,10,13,:1310,57.33,20.03,7.67,,,,
2020,10,13,:1410,33.52,12.79,7.78,,,,
2020,10,13,:1510,7.06,4.47,7.84,,,,
2020,10,13,:1610,0,0,7.86,,,,
2020,10,13,:1710,0,0,7.9,,,,
2020,10,13,:1810,0,0,8.01,,,,
2020,10,13,:1910,0,0,8.9,,,,
2020,10,13,:2010,0,0,9.32,,,,
2020,10,13,:2110,0,0,9.59,,,,
2020,10,13,:2210,0,0,9.95,,,,
2020,10,13,:2310,0,0,10.63,,,,
2020,10,14,:0010,0,0,11.55,,,,
2020,10,14,:0110,0,0,12.43,,,,
2020,10,14,:0210,0,0,12.33,,,,
2020,10,14,:0310,0,0,10.61,,,,
2020,10,14,:0410,0,0,8.88,,,,
2020,10,14,:0510,0,0,8.06,,,,
2020,10,14,:0610,63.56,9.7,8.05,,,,
2020,10,14,:0710,160.01,17.35,8.3,,,,
2020,10,14,:0810,147.16,23.58,8.67,,,,
2020,10,14,:0910,63.51,27.85,8.93,,,,
2020,10,14,:1010,65.27,29.66,9.17,,,,
2020,10,14,:1110,37.05,28.76,9.38,,,,
2020,10,14,:1210,52.04,25.29,9.13,,,,
2020,10,14,:1310,49.39,19.67,8.94,,,,
2020,10,14,:1410,30.87,12.44,8.82,,,,
2020,10,14,:1510,5.29,4.13,8.55,,,,
2020,10,14,:1610,0,0,8.3,,,,
2020,10,14,:1710,0,0,8.09,,,,
2020,10,14,:1810,0,0,7.92,,,,
2020,10,14,:1910,0,0,7.48,,,,
2020,10,14,:2010,0,0,7.46,,,,
2020,10,14,:2110,0,0,7.47,,,,
2020,10,14,:2210,0,0,7.46,,,,
2020,10,14,:2310,0,0,7.45,,,,
2020,10,15,:0010,0,0,7.47,,,,
2020,10,15,:0110,0,0,7.2,,,,
2020,10,15,:0210,0,0,6.77,,,,
2020,10,15,:0310,0,0,6.64,,,,
2020,10,15,:0410,0,0,6.61,,,,
2020,10,15,:0510,0,0,6.63,,,,
2020,10,15,:0610,21.17,9.41,6.93,,,,
2020,10,15,:0710,73.21,17.05,7.1,,,,
2020,10,15,:0810,88.2,23.25,7.76,,,,
2020,10,15,:0910,53.8,27.5,8.25,,,,
2020,10,15,:1010,92.61,29.29,8.83,,,,
2020,10,15,:1110,93.5,28.39,9.5,,,,
2020,10,15,:1210,38.81,24.92,9.69,,,,
2020,10,15,:1310,46.75,19.31,9.88,,,,
2020,10,15,:1410,34.4,12.1,9.63,,,,
2020,10,15,:1510,4.41,3.8,9.03,,,,
2020,10,15,:1610,0,0,8.32,,,,
2020,10,15,:1710,0,0,7.56,,,,
2020,10,15,:1810,0,0,6.77,,,,
2020,10,15,:1910,0,0,6.52,,,,
2020,10,15,:2010,0,0,6,,,,
2020,10,15,:2110,0,0,5.81,,,,
2020,10,15,:2210,0,0,5.61,,,,
2020,10,15,:2310,0,0,5.1,,,,
2020,10,16,:0010,0,0,5,,,,
2020,10,16,:0110,0,0,4.46,,,,
2020,10,16,:0210,0,0,4.89,,,,
2020,10,16,:0310,0,0,5.09,,,,
2020,10,16,:0410,0,0,5.34,,,,
2020,10,16,:0510,0,0,5.7,,,,
2020,10,16,:0610,43.78,9.13,6.24,,,,
2020,10,16,:0710,88.2,16.74,7.23,,,,
2020,10,16,:0810,77.62,22.93,8.24,,,,
2020,10,16,:0910,59.98,27.14,9.11,,,,
2020,10,16,:1010,77.62,28.92,9.55,,,,
2020,10,16,:1110,50.28,28.01,9.78,,,,
2020,10,16,:1210,30.87,24.55,9.76,,,,
2020,10,16,:1310,67.92,18.96,9.49,,,,
2020,10,16,:1410,44.98,11.76,9.21,,,,
2020,10,16,:1510,4.41,3.47,8.79,,,,
2020,10,16,:1610,0,0,8.28,,,,
2020,10,16,:1710,0,0,7.86,,,,
2020,10,16,:1810,0,0,7.63,,,,
2020,10,16,:1910,0,0,7.6,,,,
2020,10,16,:2010,0,0,7.45,,,,
2020,10,16,:2110,0,0,7.24,,,,
2020,10,16,:2210,0,0,6.9,,,,
2020,10,16,:2310,0,0,6.84,,,,
2020,10,17,:0010,0,0,6.84,,,,
2020,10,17,:0110,0,0,6.8,,,,
2020,10,17,:0210,0,0,6.77,,,,
2020,10,17,:0310,0,0,6.7,,,,
2020,10,17,:0410,0,0,6.57,,,,
2020,10,17,:0510,0,0,6.43,,,,
2020,10,17,:0610,10.58,8.85,6.31,,,,
2020,10,17,:0710,52.04,16.44,6.13,,,,
2020,10,17,:0810,32.64,22.6,6.22,,,,
2020,10,17,:0910,41.46,26.79,6.32,,,,
2020,10,17,:1010,83.79,28.55,6.54,,,,
2020,10,17,:1110,53.8,27.64,6.66,,,,
2020,10,17,:1210,29.99,24.19,6.7,,,,
2020,10,17,:1310,86.36,18.61,6.79,,,,
2020,10,17,:1410,32.64,11.42,6.79,,,,
2020,10,17,:1510,2.42,3.15,6.68,,,,
2020,10,17,:1610,0,0,6.53,,,,
2020,10,17,:1710,0,0,6.49,,,,
2020,10,17,:1810,0,0,6.43,,,,
2020,10,17,:1910,0,0,6.35,,,,
2020,10,17,:2010,0,0,6.32,,,,
2020,10,17,:2110,0,0,6.27,,,,
2020,10,17,:2210,0,0,6.2,,,,
2020,10,17,:2310,0,0,6.12,,,,
2020,10,18,:0010,0,0,5.91,,,,
2020,10,18,:0110,0,0,5.49,,,,
2020,10,18,:0210,0,0,4.83,,,,
2020,10,18,:0310,0,0,4.3,,,,
2020,10,18,:0410,0,0,4.02,,,,
2020,10,18,:0510,0,0,3.98,,,,
2020,10,18,:0610,52.73,8.57,4.57,,,,
2020,10,18,:0710,92.05,16.14,5.41,,,,
2020,10,18,:0810,108.34,22.27,6.4,,,,
2020,10,18,:0910,115.55,26.44,7.34,,,,
2020,10,18,:1010,99.67,28.19,8.51,,,,
2020,10,18,:1110,141.54,27.28,9.05,,,,
2020,10,18,:1210,52.04,23.83,8.99,,,,
2020,10,18,:1310,39.69,18.26,9.05,,,,
2020,10,18,:1410,22.93,11.09,9.07,,,,
2020,10,18,:1510,6.44,2.82,8.97,,,,
2020,10,18,:1610,0,0,8.4,,,,
2020,10,18,:1710,0,0,8.27,,,,
2020,10,18,:1810,0,0,8.12,,,,
2020,10,18,:1910,0,0,8.01,,,,
2020,10,18,:2010,0,0,7.8,,,,
2020,10,18,:2110,0,0,7.56,,,,
2020,10,18,:2210,0,0,7.25,,,,
2020,10,18,:2310,0,0,6.78,,,,
2020,10,19,:0010,0,0,6.37,,,,
2020,10,19,:0110,0,0,5.71,,,,
2020,10,19,:0210,0,0,5.26,,,,
2020,10,19,:0310,0,0,4.86,,,,
2020,10,19,:0410,0,0,4.51,,,,
2020,10,19,:0510,0,0,4.2,,,,
2020,10,19,:0610,27.34,8.29,4.35,,,,
2020,10,19,:0710,77.74,15.84,5.75,,,,
2020,10,19,:0810,138.24,21.95,7,,,,
2020,10,19,:0910,395.14,26.1,7.77,,,,
2020,10,19,:1010,350.4,27.83,8.59,,,,
2020,10,19,:1110,171.97,26.91,9.02,,,,
2020,10,19,:1210,202.47,23.47,9.56,,,,
2020,10,19,:1310,320.54,17.91,9.76,,,,
2020,10,19,:1410,192.13,10.76,9.65,,,,
2020,10,19,:1510,8.05,2.51,8.98,,,,
2020,10,19,:1610,0,0,8.27,,,,
2020,10,19,:1710,0,0,7.28,,,,
2020,10,19,:1810,0,0,6.7,,,,
2020,10,19,:1910,0,0,5.98,,,,
2020,10,19,:2010,0,0,5.61,,,,
2020,10,19,:2110,0,0,5.29,,,,
2020,10,19,:2210,0,0,4.97,,,,
2020,10,19,:2310,0,0,4.65,,,,
2020,10,20,:0010,0,0,4.28,,,,
2020,10,20,:0110,0,0,4,,,,
2020,10,20,:0210,0,0,3.71,,,,
2020,10,20,:0310,0,0,3.36,,,,
2020,10,20,:0410,0,0,3.1,,,,
2020,10,20,:0510,0,0,2.78,,,,
2020,10,20,:0610,92.42,8.01,2.77,,,,
2020,10,20,:0710,240.23,15.53,4.59,,,,
2020,10,20,:0810,387.17,21.62,6.69,,,,
2020,10,20,:0910,723.93,25.75,8.56,,,,
2020,10,20,:1010,788.49,27.47,10.06,,,,
2020,10,20,:1110,706.21,26.55,11.18,,,,
2020,10,20,:1210,556.65,23.12,11.64,,,,
2020,10,20,:1310,384.23,17.57,11.88,,,,
2020,10,20,:1410,36.16,10.43,11.55,,,,
2020,10,20,:1510,0,0,10.88,,,,
2020,10,20,:1610,0,0,10.27,,,,
2020,10,20,:1710,0,0,9.91,,,,
2020,10,20,:1810,0,0,9.6,,,,
2020,10,20,:1910,0,0,9.45,,,,
2020,10,20,:2010,0,0,9.37,,,,
2020,10,20,:2110,0,0,9.11,,,,
2020,10,20,:2210,0,0,9.14,,,,
2020,10,20,:2310,0,0,9.21,,,,
2020,10,21,:0010,0,0,9.15,,,,
2020,10,21,:0110,0,0,9.13,,,,
2020,10,21,:0210,0,0,9.09,,,,
2020,10,21,:0310,0,0,9.16,,,,
2020,10,21,:0410,0,0,9.28,,,,
2020,10,21,:0510,0,0,9.28,,,,
2020,10,21,:0610,19.4,7.72,9.5,,,,
2020,10,21,:0710,75.19,15.23,9.98,,,,
2020,10,21,:0810,120.81,21.3,11,,,,
2020,10,21,:0910,49.39,25.41,12.1,,,,
2020,10,21,:1010,116.43,27.11,12.78,,,,
2020,10,21,:1110,101.43,26.19,13.48,,,,
2020,10,21,:1210,68.8,22.77,13.81,,,,
2020,10,21,:1310,166.1,17.23,13.75,,,,
2020,10,21,:1410,22.93,10.11,13.4,,,,
2020,10,21,:1510,0,0,13.1,,,,
2020,10,21,:1610,0,0,12.61,,,,
2020,10,21,:1710,0,0,12.39,,,,
2020,10,21,:1810,0,0,12.09,,,,
2020,10,21,:1910,0,0,11.51,,,,
2020,10,21,:2010,0,0,11.34,,,,
2020,10,21,:2110,0,0,11.15,,,,
2020,10,21,:2210,0,0,11,,,,
2020,10,21,:2310,0,0,10.75,,,,
2020,10,22,:0010,0,0,10.42,,,,
2020,10,22,:0110,0,0,10.29,,,,
2020,10,22,:0210,0,0,10.1,,,,
2020,10,22,:0310,0,0,10,,,,
2020,10,22,:0410,0,0,10.23,,,,
2020,10,22,:0510,0,0,10.49,,,,
2020,10,22,:0610,210.34,7.44,11.02,,,,
2020,10,22,:0710,349.24,14.93,12.63,,,,
2020,10,22,:0810,572.8,20.98,14.47,,,,
2020,10,22,:0910,719.75,25.06,15.92,,,,
2020,10,22,:1010,242.65,26.75,16.99,,,,
2020,10,22,:1110,762.22,25.83,17.82,,,,
2020,10,22,:1210,649.52,22.42,18.21,,,,
2020,10,22,:1310,433.89,16.9,18.07,,,,
2020,10,22,:1410,253.68,9.79,17.42,,,,
2020,10,22,:1510,0,0,16.14,,,,
2020,10,22,:1610,0,0,14.64,,,,
2020,10,22,:1710,0,0,13.94,,,,
2020,10,22,:1810,0,0,13.52,,,,
2020,10,22,:1910,0,0,13.27,,,,
2020,10,22,:2010,0,0,12.97,,,,
2020,10,22,:2110,0,0,12.73,,,,
2020,10,22,:2210,0,0,12.3,,,,
2020,10,22,:2310,0,0,11.78,,,,
2020,10,23,:0010,0,0,11.29,,,,
2020,10,23,:0110,0,0,10.98,,,,
2020,10,23,:0210,0,0,10.74,,,,
2020,10,23,:0310,0,0,10.72,,,,
2020,10,23,:0410,0,0,10.76,,,,
2020,10,23,:0510,0,0,10.81,,,,
2020,10,23,:0610,14.11,7.16,11.09,,,,
2020,10,23,:0710,45.87,14.63,12.46,,,,
2020,10,23,:0810,74.09,20.66,13.36,,,,
2020,10,23,:0910,43.22,24.72,13.67,,,,
2020,10,23,:1010,86.44,26.4,13.92,,,,
2020,10,23,:1110,81.15,25.48,14.28,,,,
2020,10,23,:1210,106.69,22.07,14.85,,,,
2020,10,23,:1310,163.57,16.57,15.03,,,,
2020,10,23,:1410,20.29,9.47,14.77,,,,
2020,10,23,:1510,0,0,13.98,,,,
2020,10,23,:1610,0,0,13.25,,,,
2020,10,23,:1710,0,0,12.86,,,,
2020,10,23,:1810,0,0,12.73,,,,
2020,10,23,:1910,0,0,12.9,,,,
2020,10,23,:2010,0,0,12.72,,,,
2020,10,23,:2110,0,0,12.66,,,,
2020,10,23,:2210,0,0,12.56,,,,
2020,10,23,:2310,0,0,12.45,,,,
2020,10,24,:0010,0,0,12.3,,,,
2020,10,24,:0110,0,0,12.03,,,,
2020,10,24,:0210,0,0,11.76,,,,
2020,10,24,:0310,0,0,11.43,,,,
2020,10,24,:0410,0,0,11.27,,,,
2020,10,24,:0510,0,0,11.24,,,,
2020,10,24,:0610,46.34,6.88,11.45,,,,
2020,10,24,:0710,37.05,14.34,12.44,,,,
2020,10,24,:0810,288.73,20.34,12.77,,,,
2020,10,24,:0910,199.27,24.39,13.16,,,,
2020,10,24,:1010,401.66,26.05,14.13,,,,
2020,10,24,:1110,418.62,25.13,14.61,,,,
2020,10,24,:1210,574.34,21.73,15.05,,,,
2020,10,24,:1310,494.36,16.24,15.05,,,,
2020,10,24,:1410,185.41,9.16,14.62,,,,
2020,10,24,:1510,0,0,13.66,,,,
2020,10,24,:1610,0,0,12.48,,,,
2020,10,24,:1710,0,0,12.22,,,,
2020,10,24,:1810,0,0,12.11,,,,
2020,10,24,:1910,0,0,10.99,,,,
2020,10,24,:2010,0,0,10.52,,,,
2020,10,24,:2110,0,0,10.46,,,,
2020,10,24,:2210,0,0,10.09,,,,
2020,10,24,:2310,0,0,9.91,,,,
2020,10,25,:0010,0,0,9.54,,,,
2020,10,25,:0110,0,0,9.21,,,,
2020,10,25,:0210,0,0,8.71,,,,
2020,10,25,:0310,0,0,8.14,,,,
2020,10,25,:0410,0,0,7.5,,,,
2020,10,25,:0510,0,0,6.88,,,,
2020,10,25,:0610,66.89,6.61,6.9,,,,
2020,10,25,:0710,156.82,14.04,8.46,,,,
2020,10,25,:0810,182.38,20.02,9.62,,,,
2020,10,25,:0910,202.61,24.05,10.63,,,,
2020,10,25,:1010,230.57,25.71,11.64,,,,
2020,10,25,:1110,271.9,24.78,12.45,,,,
2020,10,25,:1210,624.32,21.39,13.3,,,,
2020,10,25,:1310,239.94,15.92,13.54,,,,
2020,10,25,:1410,149.6,8.85,13.4,,,,
2020,10,25,:1510,0,0,12.95,,,,
2020,10,25,:1610,0,0,12.31,,,,
2020,10,25,:1710,0,0,11.79,,,,
2020,10,25,:1810,0,0,11.42,,,,
2020,10,25,:1910,0,0,11.58,,,,
2020,10,25,:2010,0,0,11.25,,,,
2020,10,25,:2110,0,0,10.63,,,,
2020,10,25,:2210,0,0,10.17,,,,
2020,10,25,:2310,0,0,9.94,,,,
2020,10,26,:0010,0,0,10.33,,,,
2020,10,26,:0110,0,0,10.13,,,,
2020,10,26,:0210,0,0,9.97,,,,
2020,10,26,:0310,0,0,9.89,,,,
2020,10,26,:0410,0,0,10.27,,,,
2020,10,26,:0510,0,0,10.4,,,,
2020,10,26,:0610,44.78,6.33,10.5,,,,
2020,10,26,:0710,147.74,13.74,11.82,,,,
2020,10,26,:0810,65.27,19.7,12.52,,,,
2020,10,26,:0910,103.2,23.72,12.98,,,,
2020,10,26,:1010,68.8,25.36,13.75,,,,
2020,10,26,:1110,73.21,24.44,14.27,,,,
2020,10,26,:1210,242.91,21.06,14.67,,,,
2020,10,26,:1310,188.74,15.6,14.84,,,,
2020,10,26,:1410,42.69,8.55,14.67,,,,
2020,10,26,:1510,0,0,14.52,,,,
2020,10,26,:1610,0,0,14.28,,,,
2020,10,26,:1710,0,0,14.37,,,,
2020,10,26,:1810,0,0,14.16,,,,
2020,10,26,:1910,0,0,13.13,,,,
2020,10,26,:2010,0,0,13.07,,,,
2020,10,26,:2110,0,0,13.05,,,,
2020,10,26,:2210,0,0,13.06,,,,
2020,10,26,:2310,0,0,13.1,,,,
2020,10,27,:0010,0,0,13.26,,,,
2020,10,27,:0110,0,0,13.39,,,,
2020,10,27,:0210,0,0,13.4,,,,
2020,10,27,:0310,0,0,13.44,,,,
2020,10,27,:0410,0,0,13.38,,,,
2020,10,27,:0510,0,0,13.15,,,,
