y,m,d,h,G(i) [W/m2],H_sun,T_amb,,,,
2020,4,1,:1610,108.36,8.08,5.42,,,,
2020,4,1,:1710,0,0,4.47,,,,
2020,4,1,:1810,0,0,3.45,,,,
2020,4,1,:1910,0,0,2.87,,,,
2020,4,1,:2010,0,0,2.17,,,,
2020,4,1,:2110,0,0,1.87,,,,
2020,4,1,:2210,0,0,1.51,,,,
2020,4,1,:2310,0,0,1.37,,,,
2020,4,2,:0010,0,0,1.27,,,,
2020,4,2,:0110,0,0,1.05,,,,
2020,4,2,:0210,0,0,0.49,,,,
2020,4,2,:0310,0,0,0.15,,,,
2020,4,2,:0410,0,0,-0.02,,,,
2020,4,2,:0510,34.4,8.65,0.21,,,,
2020,4,2,:0610,78.5,17.7,1.41,,,,
2020,4,2,:0710,114.66,26.2,3.11,,,,
2020,4,2,:0810,202.49,33.62,4.99,,,,
2020,4,2,:0910,349.42,39.25,6.83,,,,
2020,4,2,:1010,264.53,42.32,8.36,,,,
2020,4,2,:1110,276.95,42.27,8.66,,,,
2020,4,2,:1210,218.58,39.1,8.7,,,,
2020,4,2,:1310,160.43,33.4,8.78,,,,
2020,4,2,:1410,98.79,25.94,8.56,,,,
2020,4,2,:1510,339.09,17.4,8.22,,,,
2020,4,2,:1610,102.2,8.34,7.84,,,,
2020,4,2,:1710,0,0,6.93,,,,
2020,4,2,:1810,0,0,5.76,,,,
2020,4,2,:1910,0,0,4.13,,,,
2020,4,2,:2010,0,0,2.91,,,,
2020,4,2,:2110,0,0,2.3,,,,
2020,4,2,:2210,0,0,1.94,,,,
2020,4,2,:2310,0,0,1.81,,,,
2020,4,3,:0010,0,0,1.95,,,,
2020,4,3,:0110,0,0,2.45,,,,
2020,4,3,:0210,0,0,2.77,,,,
2020,4,3,:0310,0,0,2.92,,,,
2020,4,3,:0410,0,0,2.98,,,,
2020,4,3,:0510,9.7,9,3.04,,,,
2020,4,3,:0610,46.75,18.05,4.28,,,,
2020,4,3,:0710,107.61,26.57,5.26,,,,
2020,4,3,:0810,669.37,34,6.46,,,,
2020,4,3,:0910,828.58,39.64,7.8,,,,
2020,4,3,:1010,682.94,42.71,8.4,,,,
2020,4,3,:1110,861.93,42.64,8.85,,,,
2020,4,3,:1210,745.73,39.44,9.42,,,,
2020,4,3,:1310,362.35,33.71,9.94,,,,
2020,4,3,:1410,456.3,26.22,9.82,,,,
2020,4,3,:1510,320.3,17.66,9.22,,,,
2020,4,3,:1610,108.69,8.6,8.59,,,,
2020,4,3,:1710,0,0,7.34,,,,
2020,4,3,:1810,0,0,6.02,,,,
2020,4,3,:1910,0,0,5.41,,,,
2020,4,3,:2010,0,0,4.52,,,,
2020,4,3,:2110,0,0,3.65,,,,
2020,4,3,:2210,0,0,2.82,,,,
2020,4,3,:2310,0,0,2.04,,,,
2020,4,4,:0010,0,0,1.36,,,,
2020,4,4,:0110,0,0,0.76,,,,
2020,4,4,:0210,0,0,0.22,,,,
2020,4,4,:0310,0,0,-0.24,,,,
2020,4,4,:0410,0,0,-0.67,,,,
2020,4,4,:0510,123.01,9.34,-0.49,,,,
2020,4,4,:0610,286.43,18.41,2.03,,,,
2020,4,4,:0710,603.83,26.93,4.61,,,,
2020,4,4,:0810,824.36,34.38,6.51,,,,
2020,4,4,:0910,951.88,40.03,8.01,,,,
2020,4,4,:1010,536.54,43.1,8.84,,,,
2020,4,4,:1110,445.39,43.01,9.64,,,,
2020,4,4,:1210,411.31,39.78,9.84,,,,
2020,4,4,:1310,544.11,34.01,9.61,,,,
2020,4,4,:1410,349.37,26.49,9.66,,,,
2020,4,4,:1510,200.84,17.93,9.49,,,,
2020,4,4,:1610,108.98,8.85,8.97,,,,
2020,4,4,:1710,0,0,7.81,,,,
2020,4,4,:1810,0,0,6.21,,,,
2020,4,4,:1910,0,0,4.6,,,,
2020,4,4,:2010,0,0,3.61,,,,
2020,4,4,:2110,0,0,2.8,,,,
2020,4,4,:2210,0,0,1.99,,,,
2020,4,4,:2310,0,0,1.22,,,,
2020,4,5,:0010,0,0,0.49,,,,
2020,4,5,:0110,0,0,-0.24,,,,
2020,4,5,:0210,0,0,-0.78,,,,
2020,4,5,:0310,0,0,-1.15,,,,
2020,4,5,:0410,0,0,-1.29,,,,
2020,4,5,:0510,121.88,9.69,-0.63,,,,
2020,4,5,:0610,364.81,18.76,2.5,,,,
2020,4,5,:0710,608.94,27.29,5.96,,,,
2020,4,5,:0810,829.37,34.75,8.37,,,,
2020,4,5,:0910,992.36,40.42,9.87,,,,
2020,4,5,:1010,1050.88,43.49,10.67,,,,
2020,4,5,:1110,1039.85,43.38,11.31,,,,
2020,4,5,:1210,982.69,40.12,11.84,,,,
2020,4,5,:1310,815.1,34.32,12.15,,,,
2020,4,5,:1410,595.73,26.77,12.16,,,,
2020,4,5,:1510,351.58,18.19,11.89,,,,
2020,4,5,:1610,111.04,9.1,11.03,,,,
2020,4,5,:1710,0,0,9.16,,,,
2020,4,5,:1810,0,0,7.17,,,,
2020,4,5,:1910,0,0,6.63,,,,
2020,4,5,:2010,0,0,5.67,,,,
2020,4,5,:2110,0,0,4.91,,,,
2020,4,5,:2210,0,0,4.28,,,,
2020,4,5,:2310,0,0,3.74,,,,
2020,4,6,:0010,0,0,3.3,,,,
2020,4,6,:0110,0,0,2.99,,,,
2020,4,6,:0210,0,0,2.7,,,,
2020,4,6,:0310,0,0,2.42,,,,
2020,4,6,:0410,0,0,2.14,,,,
2020,4,6,:0510,131.3,10.04,2.58,,,,
2020,4,6,:0610,379.64,19.11,4.63,,,,
2020,4,6,:0710,624.13,27.65,7.4,,,,
2020,4,6,:0810,841.44,35.12,9.43,,,,
2020,4,6,:0910,998.21,40.8,11.38,,,,
2020,4,6,:1010,1070.38,43.87,13.09,,,,
2020,4,6,:1110,1059.51,43.75,14.52,,,,
2020,4,6,:1210,994.55,40.46,15.63,,,,
2020,4,6,:1310,831.24,34.62,16.39,,,,
2020,4,6,:1410,608.88,27.05,16.74,,,,
2020,4,6,:1510,353.58,18.44,16.69,,,,
2020,4,6,:1610,114.75,9.36,15.7,,,,
2020,4,6,:1710,0,0,13.48,,,,
2020,4,6,:1810,0,0,11.34,,,,
2020,4,6,:1910,0,0,10.55,,,,
2020,4,6,:2010,0,0,9.57,,,,
2020,4,6,:2110,0,0,8.75,,,,
2020,4,6,:2210,0,0,8.02,,,,
2020,4,6,:2310,0,0,7.31,,,,
2020,4,7,:0010,0,0,6.56,,,,
2020,4,7,:0110,0,0,5.84,,,,
2020,4,7,:0210,0,0,5.21,,,,
2020,4,7,:0310,0,0,4.68,,,,
2020,4,7,:0410,0,0,4.3,,,,
2020,4,7,:0510,122.2,10.38,5.02,,,,
2020,4,7,:0610,365.62,19.45,8.19,,,,
2020,4,7,:0710,616.5,28.01,11.83,,,,
2020,4,7,:0810,835.3,35.49,14.26,,,,
2020,4,7,:0910,997.47,41.18,15.94,,,,
2020,4,7,:1010,1077,44.25,17.16,,,,
2020,4,7,:1110,1072.2,44.11,18.08,,,,
2020,4,7,:1210,999.21,40.79,18.71,,,,
2020,4,7,:1310,840.12,34.92,19.06,,,,
2020,4,7,:1410,612.1,27.32,19.1,,,,
2020,4,7,:1510,352.79,18.7,18.79,,,,
2020,4,7,:1610,114.98,9.61,17.63,,,,
2020,4,7,:1710,0,0,15.47,,,,
2020,4,7,:1810,0,0,13.36,,,,
2020,4,7,:1910,0,0,12.81,,,,
2020,4,7,:2010,0,0,11.15,,,,
2020,4,7,:2110,0,0,10.56,,,,
2020,4,7,:2210,0,0,9.79,,,,
2020,4,7,:2310,0,0,8.69,,,,
2020,4,8,:0010,0,0,7.53,,,,
2020,4,8,:0110,0,0,6.27,,,,
2020,4,8,:0210,0,0,4.92,,,,
2020,4,8,:0310,0,0,3.78,,,,
2020,4,8,:0410,0,0,2.91,,,,
2020,4,8,:0510,139.06,10.72,3.55,,,,
2020,4,8,:0610,390.98,19.8,6.96,,,,
2020,4,8,:0710,635.37,28.36,9.7,,,,
2020,4,8,:0810,840.43,35.86,11.68,,,,
2020,4,8,:0910,1001.05,41.56,13.48,,,,
2020,4,8,:1010,1066.92,44.64,14.88,,,,
2020,4,8,:1110,1062.29,44.48,15.94,,,,
2020,4,8,:1210,995.32,41.12,16.73,,,,
2020,4,8,:1310,826.87,35.22,17.21,,,,
2020,4,8,:1410,610.26,27.59,17.37,,,,
2020,4,8,:1510,356.49,18.96,17.21,,,,
2020,4,8,:1610,116.56,9.86,16.69,,,,
2020,4,8,:1710,0,0,15.06,,,,
2020,4,8,:1810,0,0,12.51,,,,
2020,4,8,:1910,0,0,11.38,,,,
2020,4,8,:2010,0,0,9.86,,,,
2020,4,8,:2110,0,0,8.82,,,,
2020,4,8,:2210,0,0,8.13,,,,
2020,4,8,:2310,0,0,7.72,,,,
2020,4,9,:0010,0,0,7.42,,,,
2020,4,9,:0110,0,0,7.15,,,,
2020,4,9,:0210,0,0,6.85,,,,
2020,4,9,:0310,0,0,6.47,,,,
2020,4,9,:0410,0,0,6.06,,,,
2020,4,9,:0510,132.58,11.06,6.67,,,,
2020,4,9,:0610,368.06,20.14,9.52,,,,
2020,4,9,:0710,609.12,28.72,12.71,,,,
2020,4,9,:0810,822.59,36.23,15.21,,,,
2020,4,9,:0910,980.89,41.94,17.09,,,,
2020,4,9,:1010,1058.34,45.01,18.48,,,,
2020,4,9,:1110,1046.15,44.84,19.41,,,,
2020,4,9,:1210,980.84,41.45,19.77,,,,
2020,4,9,:1310,642.72,35.52,19.61,,,,
2020,4,9,:1410,313.88,27.86,18.86,,,,
2020,4,9,:1510,142.82,19.21,17.49,,,,
2020,4,9,:1610,115.24,10.1,16.19,,,,
2020,4,9,:1710,0,0,14.67,,,,
2020,4,9,:1810,0,0,13.47,,,,
2020,4,9,:1910,0,0,12.69,,,,
2020,4,9,:2010,0,0,11.44,,,,
2020,4,9,:2110,0,0,10.12,,,,
2020,4,9,:2210,0,0,9.04,,,,
2020,4,9,:2310,0,0,7.94,,,,
2020,4,10,:0010,0,0,6.92,,,,
2020,4,10,:0110,0,0,5.93,,,,
2020,4,10,:0210,0,0,5.01,,,,
2020,4,10,:0310,0,0,4.21,,,,
2020,4,10,:0410,2.42,2.25,3.39,,,,
2020,4,10,:0510,139.44,11.39,3.54,,,,
2020,4,10,:0610,381.57,20.48,5.8,,,,
2020,4,10,:0710,613.8,29.07,7.65,,,,
2020,4,10,:0810,822.75,36.59,9.24,,,,
2020,4,10,:0910,950.93,42.31,10.58,,,,
2020,4,10,:1010,411.9,45.39,11.73,,,,
2020,4,10,:1110,801.47,45.2,12.28,,,,
2020,4,10,:1210,853.13,41.78,12.42,,,,
2020,4,10,:1310,782.24,35.81,12.38,,,,
2020,4,10,:1410,594.31,28.13,12.32,,,,
2020,4,10,:1510,331.51,19.46,12.18,,,,
2020,4,10,:1610,111.52,10.35,11.91,,,,
2020,4,10,:1710,0,0,11.13,,,,
2020,4,10,:1810,0,0,10.19,,,,
2020,4,10,:1910,0,0,9.17,,,,
2020,4,10,:2010,0,0,7.71,,,,
2020,4,10,:2110,0,0,6.3,,,,
2020,4,10,:2210,0,0,5.16,,,,
2020,4,10,:2310,0,0,4.57,,,,
2020,4,11,:0010,0,0,4.03,,,,
2020,4,11,:0110,0,0,3.9,,,,
2020,4,11,:0210,0,0,3.57,,,,
2020,4,11,:0310,0,0,3.17,,,,
2020,4,11,:0410,1.61,2.59,2.9,,,,
2020,4,11,:0510,104.82,11.73,3.43,,,,
2020,4,11,:0610,228.74,20.82,5.05,,,,
2020,4,11,:0710,639.46,29.41,6.54,,,,
2020,4,11,:0810,852.6,36.95,8.26,,,,
2020,4,11,:0910,1013.62,42.69,9.63,,,,
2020,4,11,:1010,1076.91,45.76,10.67,,,,
2020,4,11,:1110,1072.01,45.56,11.47,,,,
2020,4,11,:1210,1003.26,42.11,11.95,,,,
2020,4,11,:1310,839.17,36.1,12.19,,,,
2020,4,11,:1410,616.55,28.4,12.15,,,,
2020,4,11,:1510,365.11,19.72,11.87,,,,
2020,4,11,:1610,120.69,10.6,11.27,,,,
2020,4,11,:1710,0,0,10.02,,,,
2020,4,11,:1810,0,0,8.3,,,,
2020,4,11,:1910,0,0,7.69,,,,
2020,4,11,:2010,0,0,6.94,,,,
2020,4,11,:2110,0,0,6.35,,,,
2020,4,11,:2210,0,0,6,,,,
2020,4,11,:2310,0,0,5.65,,,,
2020,4,12,:0010,0,0,5.21,,,,
2020,4,12,:0110,0,0,5.02,,,,
2020,4,12,:0210,0,0,4.69,,,,
2020,4,12,:0310,0,0,4.33,,,,
2020,4,12,:0410,3.22,2.92,3.94,,,,
2020,4,12,:0510,145.43,12.06,4.52,,,,
2020,4,12,:0610,383.23,21.15,6.44,,,,
2020,4,12,:0710,616.51,29.76,8.69,,,,
2020,4,12,:0810,823.56,37.31,11.07,,,,
2020,4,12,:0910,978.06,43.06,13.39,,,,
2020,4,12,:1010,1053.77,46.14,15.27,,,,
2020,4,12,:1110,1041.54,45.91,16.35,,,,
2020,4,12,:1210,981.25,42.43,17.05,,,,
2020,4,12,:1310,819.28,36.39,17.52,,,,
2020,4,12,:1410,593.51,28.66,17.72,,,,
2020,4,12,:1510,350.46,19.97,17.68,,,,
2020,4,12,:1610,112.33,10.84,17.05,,,,
2020,4,12,:1710,0,0,15.14,,,,
2020,4,12,:1810,0,0,13.21,,,,
2020,4,12,:1910,0,0,12.47,,,,
2020,4,12,:2010,0,0,11.57,,,,
2020,4,12,:2110,0,0,10.93,,,,
2020,4,12,:2210,0,0,10.46,,,,
2020,4,12,:2310,0,0,10.22,,,,
2020,4,13,:0010,0,0,10.09,,,,
2020,4,13,:0110,0,0,9.93,,,,
2020,4,13,:0210,0,0,9.75,,,,
2020,4,13,:0310,0,0,9.59,,,,
2020,4,13,:0410,4.03,3.25,9.42,,,,
2020,4,13,:0510,134.69,12.39,10.23,,,,
2020,4,13,:0610,59.98,21.48,11.99,,,,
2020,4,13,:0710,244.46,30.1,14.26,,,,
2020,4,13,:0810,78.5,37.66,15.19,,,,
2020,4,13,:0910,352.08,43.42,15.6,,,,
2020,4,13,:1010,693.22,46.5,15.81,,,,
2020,4,13,:1110,86.44,46.26,14.48,,,,
2020,4,13,:1210,75.85,42.75,13.07,,,,
2020,4,13,:1310,89.97,36.68,12.09,,,,
2020,4,13,:1410,88.2,28.93,11.71,,,,
2020,4,13,:1510,143.81,20.21,10.98,,,,
2020,4,13,:1610,65.15,11.09,9.99,,,,
2020,4,13,:1710,0,0,8.87,,,,
2020,4,13,:1810,0,0,7.89,,,,
2020,4,13,:1910,0,0,6.15,,,,
2020,4,13,:2010,0,0,5.25,,,,
2020,4,13,:2110,0,0,4.38,,,,
2020,4,13,:2210,0,0,3.62,,,,
2020,4,13,:2310,0,0,2.98,,,,
2020,4,14,:0010,0,0,2.3,,,,
2020,4,14,:0110,0,0,1.67,,,,
2020,4,14,:0210,0,0,1.21,,,,
2020,4,14,:0310,0,0,0.82,,,,
2020,4,14,:0410,11.27,3.57,0.49,,,,
2020,4,14,:0510,157.73,12.71,1.21,,,,
2020,4,14,:0610,403.9,21.81,2.89,,,,
2020,4,14,:0710,645.98,30.43,3.92,,,,
2020,4,14,:0810,506.49,38.01,5.45,,,,
2020,4,14,:0910,518.57,43.79,6.5,,,,
2020,4,14,:1010,346.7,46.87,7.13,,,,
2020,4,14,:1110,738.12,46.61,7.71,,,,
2020,4,14,:1210,758.25,43.07,8.26,,,,
2020,4,14,:1310,405.93,36.97,8.59,,,,
2020,4,14,:1410,170.32,29.19,7.86,,,,
2020,4,14,:1510,91.73,20.46,7.61,,,,
2020,4,14,:1610,79.59,11.33,7.11,,,,
2020,4,14,:1710,0,0,6.37,,,,
2020,4,14,:1810,0,0,5.44,,,,
2020,4,14,:1910,0,0,5.05,,,,
2020,4,14,:2010,0,0,4.15,,,,
2020,4,14,:2110,0,0,3.32,,,,
2020,4,14,:2210,0,0,2.66,,,,
2020,4,14,:2310,0,0,2.16,,,,
2020,4,15,:0010,0,0,1.92,,,,
2020,4,15,:0110,0,0,1.85,,,,
2020,4,15,:0210,0,0,1.99,,,,
2020,4,15,:0310,0,0,1.86,,,,
2020,4,15,:0410,4.03,3.9,2.48,,,,
2020,4,15,:0510,48.51,13.03,3.09,,,,
2020,4,15,:0610,106.2,22.13,4.04,,,,
2020,4,15,:0710,149.59,30.77,5,,,,
2020,4,15,:0810,220.83,38.36,5.22,,,,
2020,4,15,:0910,174.64,44.15,5.9,,,,
2020,4,15,:1010,126.13,47.23,6.5,,,,
2020,4,15,:1110,127.89,46.96,7.14,,,,
2020,4,15,:1210,112.9,43.39,7.8,,,,
2020,4,15,:1310,84.68,37.25,8.3,,,,
2020,4,15,:1410,83.79,29.45,8.55,,,,
2020,4,15,:1510,66.15,20.71,8.68,,,,
2020,4,15,:1610,65.99,11.57,8.57,,,,
2020,4,15,:1710,1.61,2.47,8.39,,,,
2020,4,15,:1810,0,0,8.12,,,,
2020,4,15,:1910,0,0,8.27,,,,
2020,4,15,:2010,0,0,7.94,,,,
2020,4,15,:2110,0,0,7.23,,,,
2020,4,15,:2210,0,0,6.38,,,,
2020,4,15,:2310,0,0,5.98,,,,
2020,4,16,:0010,0,0,6.09,,,,
2020,4,16,:0110,0,0,6.32,,,,
2020,4,16,:0210,0,0,6.53,,,,
2020,4,16,:0310,0,0,6.67,,,,
2020,4,16,:0410,17.71,4.22,6.73,,,,
2020,4,16,:0510,70.39,13.35,7.43,,,,
2020,4,16,:0610,270.71,22.46,8.69,,,,
2020,4,16,:0710,556.74,31.1,10.67,,,,
2020,4,16,:0810,811.18,38.71,11.88,,,,
2020,4,16,:0910,980.25,44.51,13.1,,,,
2020,4,16,:1010,1032.46,47.59,14.28,,,,
2020,4,16,:1110,1054.31,47.3,15.11,,,,
2020,4,16,:1210,973.07,43.7,15.61,,,,
2020,4,16,:1310,813.51,37.53,15.69,,,,
2020,4,16,:1410,560.64,29.7,15.28,,,,
2020,4,16,:1510,339.9,20.95,14.59,,,,
2020,4,16,:1610,121.77,11.81,13.6,,,,
2020,4,16,:1710,7.25,2.71,12.31,,,,
2020,4,16,:1810,0,0,11.14,,,,
2020,4,16,:1910,0,0,10.15,,,,
2020,4,16,:2010,0,0,9.3,,,,
2020,4,16,:2110,0,0,8.27,,,,
2020,4,16,:2210,0,0,7.08,,,,
2020,4,16,:2310,0,0,5.85,,,,
2020,4,17,:0010,0,0,4.77,,,,
2020,4,17,:0110,0,0,3.83,,,,
2020,4,17,:0210,0,0,3.17,,,,
2020,4,17,:0310,0,0,2.48,,,,
2020,4,17,:0410,18.52,4.53,1.96,,,,
2020,4,17,:0510,166.21,13.66,3.28,,,,
2020,4,17,:0610,413.13,22.77,6.05,,,,
2020,4,17,:0710,650.09,31.43,8.51,,,,
2020,4,17,:0810,863.33,39.05,10.33,,,,
2020,4,17,:0910,1013.42,44.86,11.91,,,,
2020,4,17,:1010,1081.99,47.95,13.01,,,,
2020,4,17,:1110,1080.88,47.64,13.44,,,,
2020,4,17,:1210,991.21,44.01,13.79,,,,
2020,4,17,:1310,834.8,37.81,14.03,,,,
2020,4,17,:1410,606.8,29.96,13.63,,,,
2020,4,17,:1510,366.83,21.19,12.96,,,,
2020,4,17,:1610,124.76,12.05,11.92,,,,
2020,4,17,:1710,7.25,2.96,10.58,,,,
2020,4,17,:1810,0,0,9.07,,,,
2020,4,17,:1910,0,0,8.11,,,,
2020,4,17,:2010,0,0,6.94,,,,
2020,4,17,:2110,0,0,5.65,,,,
2020,4,17,:2210,0,0,4.58,,,,
2020,4,17,:2310,0,0,3.49,,,,
2020,4,18,:0010,0,0,2.36,,,,
2020,4,18,:0110,0,0,1.21,,,,
2020,4,18,:0210,0,0,0.11,,,,
2020,4,18,:0310,0,0,-0.39,,,,
2020,4,18,:0410,20.93,4.85,-0.55,,,,
2020,4,18,:0510,169.23,13.97,0.82,,,,
2020,4,18,:0610,418.64,23.09,3.8,,,,
2020,4,18,:0710,656.13,31.75,5.77,,,,
2020,4,18,:0810,830.35,39.38,7.5,,,,
2020,4,18,:0910,987.82,45.21,8.76,,,,
2020,4,18,:1010,1045.62,48.31,9.73,,,,
2020,4,18,:1110,964.28,47.98,10.51,,,,
2020,4,18,:1210,997.31,44.32,11.23,,,,
2020,4,18,:1310,670.4,38.09,11.52,,,,
2020,4,18,:1410,578.46,30.21,11.34,,,,
2020,4,18,:1510,292.99,21.43,11.05,,,,
2020,4,18,:1610,123.73,12.29,10.69,,,,
2020,4,18,:1710,9.66,3.2,10.13,,,,
2020,4,18,:1810,0,0,8.71,,,,
2020,4,18,:1910,0,0,7.68,,,,
2020,4,18,:2010,0,0,6.65,,,,
2020,4,18,:2110,0,0,5.38,,,,
2020,4,18,:2210,0,0,3.96,,,,
2020,4,18,:2310,0,0,3.06,,,,
2020,4,19,:0010,0,0,2.42,,,,
2020,4,19,:0110,0,0,2.06,,,,
2020,4,19,:0210,0,0,1.7,,,,
2020,4,19,:0310,0,0,1.23,,,,
2020,4,19,:0410,22.54,5.16,0.78,,,,
2020,4,19,:0510,172.95,14.28,1.6,,,,
2020,4,19,:0610,417.98,23.4,3.2,,,,
2020,4,19,:0710,656.07,32.07,5.08,,,,
2020,4,19,:0810,870.03,39.72,6.64,,,,
2020,4,19,:0910,1018.52,45.56,7.98,,,,
2020,4,19,:1010,1078.98,48.66,9.18,,,,
2020,4,19,:1110,1077.62,48.32,10.25,,,,
2020,4,19,:1210,1001.01,44.62,11.14,,,,
2020,4,19,:1310,631.96,38.36,11.87,,,,
2020,4,19,:1410,127.01,30.47,12.1,,,,
2020,4,19,:1510,123.65,21.67,11.37,,,,
2020,4,19,:1610,82.76,12.52,10.65,,,,
2020,4,19,:1710,6.44,3.44,10.09,,,,
2020,4,19,:1810,0,0,9.22,,,,
2020,4,19,:1910,0,0,8.05,,,,
2020,4,19,:2010,0,0,7.01,,,,
2020,4,19,:2110,0,0,6.28,,,,
2020,4,19,:2210,0,0,5.98,,,,
2020,4,19,:2310,0,0,5.65,,,,
2020,4,20,:0010,0,0,5.31,,,,
2020,4,20,:0110,0,0,4.83,,,,
2020,4,20,:0210,0,0,4.49,,,,
2020,4,20,:0310,0,0,3.58,,,,
2020,4,20,:0410,22.54,5.46,3.2,,,,
2020,4,20,:0510,168.21,14.59,3.92,,,,
2020,4,20,:0610,409.49,23.7,5.75,,,,
2020,4,20,:0710,641.12,32.38,7.84,,,,
2020,4,20,:0810,854.22,40.05,9.46,,,,
2020,4,20,:0910,892.08,45.91,10.73,,,,
2020,4,20,:1010,1051.07,49.01,12.14,,,,
2020,4,20,:1110,1049.87,48.65,12.67,,,,
2020,4,20,:1210,981.83,44.93,13.14,,,,
2020,4,20,:1310,826.02,38.64,13.16,,,,
2020,4,20,:1410,612.33,30.71,13.29,,,,
2020,4,20,:1510,370.27,21.91,12.98,,,,
2020,4,20,:1610,126.5,12.76,12.4,,,,
2020,4,20,:1710,8.05,3.68,11.57,,,,
2020,4,20,:1810,0,0,10.15,,,,
2020,4,20,:1910,0,0,9.5,,,,
2020,4,20,:2010,0,0,8.55,,,,
2020,4,20,:2110,0,0,7.99,,,,
2020,4,20,:2210,0,0,7.49,,,,
2020,4,20,:2310,0,0,7.08,,,,
2020,4,21,:0010,0,0,6.84,,,,
2020,4,21,:0110,0,0,6.51,,,,
2020,4,21,:0210,0,0,5.85,,,,
2020,4,21,:0310,0,0,5.26,,,,
2020,4,21,:0410,24.15,5.77,4.49,,,,
2020,4,21,:0510,170.83,14.89,5.02,,,,
2020,4,21,:0610,412.91,24.01,7.14,,,,
2020,4,21,:0710,649.14,32.7,9.28,,,,
2020,4,21,:0810,819.37,40.37,11.01,,,,
2020,4,21,:0910,855.63,46.25,12.05,,,,
2020,4,21,:1010,1049.58,49.35,12.74,,,,
2020,4,21,:1110,969.31,48.98,13.43,,,,
2020,4,21,:1210,848.71,45.23,14.08,,,,
2020,4,21,:1310,721.28,38.91,14.51,,,,
2020,4,21,:1410,510.31,30.96,14.64,,,,
2020,4,21,:1510,329.48,22.14,14.51,,,,
2020,4,21,:1610,99.79,12.99,14.11,,,,
2020,4,21,:1710,7.25,3.92,13.44,,,,
2020,4,21,:1810,0,0,12.42,,,,
2020,4,21,:1910,0,0,11.75,,,,
2020,4,21,:2010,0,0,10.78,,,,
2020,4,21,:2110,0,0,10.01,,,,
2020,4,21,:2210,0,0,9.45,,,,
2020,4,21,:2310,0,0,8.86,,,,
2020,4,22,:0010,0,0,8.6,,,,
2020,4,22,:0110,0,0,7.99,,,,
2020,4,22,:0210,0,0,7.75,,,,
2020,4,22,:0310,0,0,7,,,,
2020,4,22,:0410,4.83,6.07,6.78,,,,
2020,4,22,:0510,59.98,15.18,7.82,,,,
2020,4,22,:0610,180.35,24.31,9.59,,,,
2020,4,22,:0710,371.18,33,11.28,,,,
2020,4,22,:0810,839.07,40.7,13.37,,,,
2020,4,22,:0910,437.55,46.58,14.6,,,,
2020,4,22,:1010,97.02,49.69,14.87,,,,
2020,4,22,:1110,256.54,49.31,15.52,,,,
2020,4,22,:1210,396.5,45.53,16.24,,,,
2020,4,22,:1310,454.7,39.17,16.43,,,,
2020,4,22,:1410,409.24,31.21,16.48,,,,
2020,4,22,:1510,359.65,22.38,16.6,,,,
2020,4,22,:1610,126.85,13.22,16.03,,,,
2020,4,22,:1710,15.3,4.16,15.01,,,,
2020,4,22,:1810,0,0,13,,,,
2020,4,22,:1910,0,0,11.57,,,,
2020,4,22,:2010,0,0,9.92,,,,
2020,4,22,:2110,0,0,8.44,,,,
2020,4,22,:2210,0,0,7.24,,,,
2020,4,22,:2310,0,0,6.3,,,,
2020,4,23,:0010,0,0,5.46,,,,
2020,4,23,:0110,0,0,4.73,,,,
2020,4,23,:0210,0,0,4.03,,,,
2020,4,23,:0310,0,0,3.4,,,,
2020,4,23,:0410,29.79,6.36,3.21,,,,
2020,4,23,:0510,179.42,15.47,5.21,,,,
2020,4,23,:0610,424.89,24.6,8.87,,,,
2020,4,23,:0710,660.78,33.31,11.36,,,,
2020,4,23,:0810,866.24,41.01,13.54,,,,
2020,4,23,:0910,1012.32,46.92,15.04,,,,
2020,4,23,:1010,1084.19,50.03,16.05,,,,
2020,4,23,:1110,1060.54,49.63,16.78,,,,
2020,4,23,:1210,1003.61,45.82,17.27,,,,
2020,4,23,:1310,847.22,39.44,17.56,,,,
2020,4,23,:1410,608.48,31.45,17.58,,,,
2020,4,23,:1510,351.77,22.61,17.32,,,,
2020,4,23,:1610,129.8,13.45,16.79,,,,
2020,4,23,:1710,19.32,4.39,15.72,,,,
2020,4,23,:1810,0,0,13.85,,,,
2020,4,23,:1910,0,0,12.56,,,,
2020,4,23,:2010,0,0,10.94,,,,
2020,4,23,:2110,0,0,9.41,,,,
2020,4,23,:2210,0,0,8.11,,,,
2020,4,23,:2310,0,0,7.2,,,,
2020,4,24,:0010,0,0,6.63,,,,
2020,4,24,:0110,0,0,6.21,,,,
2020,4,24,:0210,0,0,5.93,,,,
2020,4,24,:0310,0,0,5.87,,,,
2020,4,24,:0410,20.93,6.65,6.13,,,,
2020,4,24,:0510,63.51,15.76,8.22,,,,
2020,4,24,:0610,225.12,24.89,11.34,,,,
2020,4,24,:0710,605.2,33.61,13.09,,,,
2020,4,24,:0810,682.55,41.33,14.96,,,,
2020,4,24,:0910,722.87,47.24,16.63,,,,
2020,4,24,:1010,757.38,50.36,18.15,,,,
2020,4,24,:1110,902.7,49.95,18.84,,,,
2020,4,24,:1210,758.91,46.11,19.1,,,,
2020,4,24,:1310,693.31,39.7,19.03,,,,
2020,4,24,:1410,393.95,31.69,19.06,,,,
2020,4,24,:1510,247.8,22.84,18.82,,,,
2020,4,24,:1610,120.54,13.68,18.47,,,,
