m,d,h,Qsolar [W},Qcond [W],Qnet [kW]
7,26,18,924.96,53512.32,54.43728
7,26,19,0,32666.88,32.66688
7,26,20,0,21296.64,21.29664
7,26,21,0,7309.44,7.30944
7,26,22,0,-721.92,-0.72192
7,26,23,0,-11280,-11.28
7,27,0,0,-20033.28,-20.03328
7,27,1,0,-27432.96,-27.43296
7,27,2,0,-26620.8,-26.6208
7,27,3,0,-25808.64,-25.80864
7,27,4,1132.512,-19491.84,-18.359328
7,27,5,10801.728,-7760.64,3.041088
7,27,6,31509.552,6316.8,37.826352
7,27,7,52088.784,14709.12,66.797904
7,27,8,39816.144,19672.32,59.488464
7,27,9,90515.232,24545.28,115.060512
7,27,10,137214.432,30140.16,167.354592
7,27,11,122931.696,36727.68,159.659376
7,27,12,59357.616,42503.04,101.860656
7,27,13,83388.528,44668.8,128.057328
7,27,14,67016.736,42773.76,109.790496
7,27,15,35317.68,41781.12,77.0988
7,27,16,9876.768,39525.12,49.401888
7,27,17,7510.224,34742.4,42.252624
7,27,18,205.296,22289.28,22.494576
7,27,19,0,15611.52,15.61152
7,27,20,0,3519.36,3.51936
7,27,21,0,-4692.48,-4.69248
7,27,22,0,-7399.68,-7.39968
7,27,23,0,-9475.2,-9.4752
7,28,0,0,-11009.28,-11.00928
7,28,1,0,-14979.84,-14.97984
7,28,2,0,-20664.96,-20.66496
7,28,3,0,-24996.48,-24.99648
7,28,4,3086.208,-22560,-19.473792
7,28,5,14402.304,-8753.28,5.649024
7,28,6,35049.216,8121.6,43.170816
7,28,7,52007.568,22830.72,74.838288
7,28,8,101741.088,42683.52,144.424608
7,28,9,125832.912,57843.84,183.676752
7,28,10,131430.048,69214.08,200.644128
7,28,11,136860.24,75260.16,212.1204
7,28,12,122992.608,80133.12,203.125728
7,28,13,104633.28,82750.08,187.38336
7,28,14,71747.568,86088.96,157.836528
7,28,15,28209.024,87893.76,116.102784
7,28,16,14812.896,85728,100.540896
7,28,17,7304.928,77335.68,84.640608
7,28,18,0,61904.64,61.90464
7,28,19,0,43495.68,43.49568
7,28,20,0,38261.76,38.26176
7,28,21,0,34922.88,34.92288
7,28,22,0,30140.16,30.14016
7,28,23,0,23011.2,23.0112
7,29,0,0,15160.32,15.16032
7,29,1,0,2797.44,2.79744
7,29,2,0,-2526.72,-2.52672
7,29,3,0,-5594.88,-5.59488
7,29,4,1337.808,-7309.44,-5.971632
7,29,5,14506.08,-2977.92,11.52816
7,29,6,5130.144,451.2,5.581344
7,29,7,63003.312,3609.6,66.612912
7,29,8,105465.744,9384.96,114.850704
7,29,9,131657.904,15250.56,146.908464
7,29,10,127513.632,26891.52,154.405152
7,29,11,128603.28,33659.52,162.2628
7,29,12,71519.712,37178.88,108.698592
7,29,13,89211.264,36727.68,125.938944
7,29,14,69972.096,33840,103.812096
7,29,15,37027.728,33659.52,70.687248
7,29,16,10697.952,30771.84,41.469792
7,29,17,6686.784,26981.76,33.668544
7,29,18,0,15431.04,15.43104
7,29,19,0,-902.4,-0.9024
7,29,20,0,-15160.32,-15.16032
7,29,21,0,-25989.12,-25.98912
7,29,22,0,-33118.08,-33.11808
7,29,23,0,-38261.76,-38.26176
7,30,0,0,-42773.76,-42.77376
7,30,1,0,-39615.36,-39.61536
7,30,2,0,-38171.52,-38.17152
7,30,3,0,-45932.16,-45.93216
7,30,4,1132.512,-50624.64,-49.492128
7,30,5,10082.064,-26801.28,-16.719216
7,30,6,37205.952,-3790.08,33.415872
7,30,7,74669.088,1714.56,76.383648
7,30,8,110133.408,11280,121.413408
7,30,9,135299.088,18138.24,153.437328
7,30,10,149660.784,23281.92,172.942704
7,30,11,151799.472,26620.8,178.420272
7,30,12,137200.896,28786.56,165.987456
7,30,13,111340.368,30410.88,141.751248
7,30,14,76710.768,30140.16,106.850928
7,30,15,38000.064,28064.64,66.064704
7,30,16,10905.504,23011.2,33.916704
7,30,17,5247.456,15792,21.039456
7,30,18,0,3158.4,3.1584
7,30,19,0,-8843.52,-8.84352
7,30,20,0,-19130.88,-19.13088
7,30,21,0,-30501.12,-30.50112
7,30,22,0,-39525.12,-39.52512
7,30,23,0,-44939.52,-44.93952
7,31,0,0,-50714.88,-50.71488
7,31,1,0,-59107.2,-59.1072
7,31,2,0,-67409.28,-67.40928
7,31,3,0,-73004.16,-73.00416
7,31,4,1028.736,-67499.52,-66.470784
7,31,5,13064.496,-47827.2,-34.762704
7,31,6,36096,-24996.48,11.09952
7,31,7,74193.072,-11189.76,63.003312
7,31,8,100428.096,-3158.4,97.269696
7,31,9,113849.04,3970.56,117.8196
7,31,10,133532.64,9926.4,143.45904
7,31,11,113961.84,13987.2,127.94904
7,31,12,116206.56,16694.4,132.90096
7,31,13,59037.264,16513.92,75.551184
7,31,14,66527.184,11009.28,77.536464
7,31,15,28540.656,9475.2,38.015856
7,31,16,11212.32,5775.36,16.98768
7,31,17,4834.608,2526.72,7.361328
7,31,18,0,-4692.48,-4.69248
7,31,19,0,-11009.28,-11.00928
7,31,20,0,-17416.32,-17.41632
7,31,21,0,-25808.64,-25.80864
7,31,22,0,-32035.2,-32.0352
7,31,23,0,-38712.96,-38.71296
8,1,0,0,-44217.6,-44.2176
8,1,1,0,-48007.68,-48.00768
8,1,2,0,-52068.48,-52.06848
8,1,3,0,-55136.64,-55.13664
8,1,4,1028.736,-53151.36,-52.122624
8,1,5,4320.24,-44939.52,-40.61928
8,1,6,22578.048,-35825.28,-13.247232
8,1,7,44574.048,-28064.64,16.509408
8,1,8,49557.552,-17055.36,32.502192
8,1,9,85892.688,-6587.52,79.305168
8,1,10,47942.256,3970.56,51.912816
8,1,11,143693.664,12272.64,155.966304
8,1,12,121420.176,20845.44,142.265616
8,1,13,97876.56,28696.32,126.57288
8,1,14,69536.688,33749.76,103.286448
8,1,15,38167.008,35283.84,73.450848
8,1,16,10183.584,32937.6,43.121184
8,1,17,6790.56,25447.68,32.23824
8,1,18,0,12453.12,12.45312
8,1,19,0,-5865.6,-5.8656
8,1,20,0,-20123.52,-20.12352
8,1,21,0,-29869.44,-29.86944
8,1,22,0,-40337.28,-40.33728
8,1,23,0,-48549.12,-48.54912
8,2,0,0,-48188.16,-48.18816
8,2,1,0,-40788.48,-40.78848
8,2,2,0,-45932.16,-45.93216
8,2,3,0,-51527.04,-51.52704
8,2,4,6276.192,-54956.16,-48.679968
8,2,5,8640.48,-44939.52,-36.29904
8,2,6,37072.848,-18589.44,18.483408
8,2,7,76072.32,1714.56,77.78688
8,2,8,108143.616,18769.92,126.913536
8,2,9,135249.456,31584,166.833456
8,2,10,150021.744,39525.12,189.546864
8,2,11,146640,46112.64,192.75264
8,2,12,133850.736,50714.88,184.565616
8,2,13,103475.952,53873.28,157.349232
8,2,14,77058.192,54685.44,131.743632
8,2,15,39288.24,54144,93.43224
8,2,16,10801.728,51256.32,62.058048
8,2,17,5863.344,43495.68,49.359024
8,2,18,0,28606.08,28.60608
8,2,19,0,13536,13.536
8,2,20,0,5865.6,5.8656
8,2,21,0,812.16,0.81216
8,2,22,0,-1804.8,-1.8048
8,2,23,0,-4151.04,-4.15104
8,3,0,0,-5955.84,-5.95584
8,3,1,0,-10287.36,-10.28736
8,3,2,0,-12182.4,-12.1824
8,3,3,0,-12001.92,-12.00192
8,3,4,3496.8,-12723.84,-9.22704
8,3,5,11521.392,-9204.48,2.316912
8,3,6,35211.648,-4421.76,30.789888
